Bedrooms,Building_exp,Comment,Cook_Replaced,Cooling,Cooling_Rooms,Cost_Cooling,Cost_DP,Cost_Door,Cost_Emitters,Cost_HP,Cost_Install,Cost_LI,Cost_TS,Cost_WI,Cost_Window,Date_Contact,Date_Installation,Date_Survey,Delivery_Contractor,Elec_currentuse,EmployStatus,EmployType,EstCost_Ancillary,EstCost_Etariff,EstCost_Gtariff,EstCost_Running,EstCost_System,Existing_Cooking,Existing_Fires,Financial_exp,Fires_replaced,Floor_Height,Floor_Type,Future_exp,GSHP_Space,Gas_currentuse,Gas_disconnect,Glazed_Type,HP_Aesthetic,HP_Awareness,HP_Brand,HP_Control_Zones,HP_Installed,HP_Installed_Detail,HP_Model,HP_NoRec_R1,HP_NoRec_R2,HP_Noise,HP_Recommend,HP_Refrigerant,HP_Size_kW,Habitable_Rooms,Heat_Primary_Source,Heat_Secondary_Source,Heated_rooms,HouseIncome,House_Age,House_Env,House_Form,House_SAP,House_Type,Install_time_HP,Install_time_measures,MCS_DHWAnnual,MCS_Flow_Temp,MCS_Hloss,MCS_Immersion,MCS_SCOP,MCS_SHAnnual,MCS_SHLoad,Main_Fuel,Mains_Gas_Flag,Measures_DP,Measures_Doors,Measures_Fanassist,Measures_Loft,Measures_Recommend,Measures_WI,Measures_Windows,Measures_emitters_LT,Measures_emitters_Std,Name_Install,Name_Survey,No_Adults,No_Child,No_Storeys,No_Underfloor,Other_exp,Outside_Access,Outside_Space,Part_Install_Decision,Part_No_Reason1,Part_No_Reason2,Participant_Age,Planned_exp,Postcode_1,Property_ID,Reason_Building,Reason_Financial,Reason_Future,Reason_Other,Reason_Planned,Reason_Replacement,Reason_Research,Reason_Sustainability,Reason_Technology,Reason_Upgrade,Replacement_exp,Research_exp,Roof_Type,Social_Group,Suit_ASHP,Suit_GSHP,Suit_HTASHP,Suit_Hybrid,Sustainability_exp,TS_Existing,TS_Existing_Size,TS_PCM_Size,TS_Type,TS_Water_Size,Technology_exp,Tenure,Tenure_Length,Total_Floor_Area,Upgrade_exp,Wall_Type,usmart_id
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-11T00:00:00.000Z,null,04/12/2020,E.ON,3805,Working Part time,Professional,0,14.3,3.8,1240,18360.37,1,0,Potential for bill savings,null,2.5,Solid,null,null,16517,null,Double,null,5,null,null,null,null,null,null,null,null,HT_ASHP,null,null,6,Gas Boiler - Combi,Fire - Wood,7,"20,001 - 25,000",1950 - 1966,Urban,Detached,null,House,null,null,5594,null,86.61,818,null,19992,9.97,Gas,Yes,null,null,null,null,None Required,null,null,null,null,null,Phoenix,2,0,2,0,null,No,No,No,Other,null,69,null,NE3,EOH2795,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,C1,No,No,Yes,Yes,null,None,null,null,null,null,null,Owner-Occupied,10,130,null,Cavity_Insulated,"dbFOh4sBao7bgilCaP_B"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-16T00:00:00.000Z,null,11/12/2020,E.ON,2833,Working Full time (>30hrs),Clerical,null,null,null,null,null,0,1,null,null,2.5,Suspended,null,null,12976,null,Double,null,2,null,null,null,null,null,Practical_Noise,Technical_Comfort,null,None - Installation not recommended,null,null,5,Gas Boiler - Combi,Fire - Gas,7,"25,001 - 30,000",1930 - 1949,Urban,Semi-Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,2,0,2,0,null,No,No,null,null,null,50,null,NE15,EOH1551,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C1,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,17,110,null,Cavity_Insulated,"jbFOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-17T00:00:00.000Z,null,08/12/2020,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_Aesthetics,null,54,null,NE3,EOH0319,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,20,null,null,null,"kLFOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-19T00:00:00.000Z,null,09/12/2020,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,29,null,NE13,EOH1408,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"l7FOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-11-30T00:00:00.000Z,null,null,E.ON,null,Working Part time,Casual worker,null,null,null,null,null,null,null,potential for bill savings,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Prefer not to say,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,NE6,EOH1324,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,40,null,null,null,"uLFOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-14T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46,null,NE6,EOH1715,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,0.9,null,null,null,"z7FOh4sBao7bgilCaP_B"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-04T00:00:00.000Z,null,22/12/2020,E.ON,null,Working Full time (>30hrs),Professional,500,14.3,3.8,1212,14797.53,1,1,potential for bill savings,null,2.4,Suspended,null,null,null,null,Double,null,5,null,null,null,null,null,null,null,null,ASHP,null,null,6,Gas Boiler - Combi,Fire - Gas,9,"50,001+",1950 - 1966,Urban,Semi-Detached,null,House,null,null,5153,null,77.2,313,null,19363,7.999,Gas,Yes,null,null,null,null,Loft Insulation,null,null,null,null,null,Phoenix,2,2,2,0,null,No,No,null,Practical_DisruptionWorks,null,49,null,NE5,EOH0032,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C1,Yes with additional measures,No,Yes,No,null,None,null,null,null,null,null,Owner-Occupied,15,110,null,Cavity_Insulated,"0LFOh4sBao7bgilCaP_B"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-11T00:00:00.000Z,null,07/01/2021,E.ON,3866,Working Full time (>30hrs),Skilled Manual Worker,0,14.3,3.8,785,12418.73,1,0,null,null,2.4,Solid,null,null,8208,null,Double,null,5,null,null,null,null,null,null,null,null,ASHP,null,null,6,Gas Boiler - Standard,None,8,"50,001+",2012 onwards,Urban,Detached,null,House,null,null,4122,null,59.69,607,null,11996,4.94,Gas,Yes,null,null,null,null,None Required,null,null,null,null,null,Phoenix,2,1,2,0,null,No,No,No,Other,null,null,null,NE13,EOH0665,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C1,Yes,No,Yes,Yes,null,Water,120,null,null,null,null,Owner-Occupied,5,108,null,Cavity_Insulated,"17FOh4sBao7bgilCaP_B"
3,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-08T00:00:00.000Z,null,04/01/2021,E.ON,8911,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,2.7,Suspended,null,null,23500,null,Double,null,1,null,null,null,null,null,Technical_Comfort,null,null,None - Installation not recommended,null,null,6,Gas Boiler - Combi,Fire - Electric,9,"50,001+",1950 - 1966,Urban,Semi-Detached,E,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,3,0,2,0,null,No,No,null,null,null,54,null,NE3,EOH2989,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,AB,Yes with additional measures,No,Yes with additional measures,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,10,137,null,Cavity_Insulated,"67FOh4sBao7bgilCaP_B"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-09T00:00:00.000Z,null,13/01/2021,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,32,null,NE6,EOH3127,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"ArJOh4sBao7bgilCaADB"
3,null,,0,No,0,0,0,0,2315.87,5739.82,null,500,null,0,0,2020-12-18T00:00:00.000Z,12/02/2021,15/01/2021,E.ON,null,Working Part time,Skilled Manual Worker,700,14.3,3.8,505,9690.87,0,0,null,0,2.3,Suspended,null,null,null,No,Double,none,1,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,5,Gas Boiler - Combi,None,7,"25,001 - 30,000",1930 - 1949,Urban,End-Terrace,null,House,2.5,0.5,3820,55,48.47,0,2.96,8583.8,3.539,Gas,Yes,no,0,0,Yes,Loft Insulation,None,0,7,0,Phoenix,Phoenix,5,0,2,0,null,No,No,Yes,null,null,51,null,NE5,EOH0905,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,null,null,Pitched,C2,No,No,No,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,21,73,null,Cavity_Insulated,"HrJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2020-12-18T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53,null,NE3,EOH0246,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,20,null,null,null,"JrJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-08T00:00:00.000Z,null,08/03/2021,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,potential for bill savings,null,null,null,null,null,null,null,null,null,4,null,null,null,null,null,Technical_Size,null,null,None - Installation not recommended,null,null,null,null,null,null,"30,001 - 40,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,null,null,null,76,null,NE2,EOH3010,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,DE,No,No,No,No,null,null,null,null,null,null,null,Owner-Occupied,45,null,null,null,"K7JOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-12T00:00:00.000Z,null,null,E.ON,null,Retired,Pensioner,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"12,501 - 16,200",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76,null,NE6,EOH1622,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,null,DE,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,30,null,null,null,"TLJOh4sBao7bgilCaADB"
3,null,,0,No,0,0,0,0,2501,5739.82,null,500,null,0,0,2021-01-08T00:00:00.000Z,02/06/2021,25/01/2021,E.ON,7168,Working Full time (>30hrs),Professional,500,14.3,3.8,577,null,1,0,null,0,2.4,Solid,null,null,7209,No,Double,none,3,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,5,Gas Boiler - Combi,Fire - Electric,8,"30,001 - 40,000",2003 - 2006,Urban,Semi-Detached,D,House,2,0.5,3311,55,66.7,0,2.96,8830,4.402,Gas,Yes,no,0,0,Yes,Loft Insulation,None,0,8,0,Phoenix,Phoenix,2,2,2,0,null,No,No,Yes,null,null,44,null,NE12,EOH2350,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C1,No,No,No,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,7,66,null,Cavity_Insulated,"T7JOh4sBao7bgilCaADB"
2,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-07T00:00:00.000Z,null,25/01/2021,E.ON,1903,Working Full time (>30hrs),Professional,null,null,null,null,null,1,0,null,null,2.6,Suspended,null,null,21753,null,Double,null,3,null,null,null,null,null,Technical_Comfort,null,null,None - Installation not recommended,null,null,4,Gas Boiler - Combi,Fire - Wood,5,"50,001+",1900 - 1929,Urban,Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,1,0,1,0,null,No,No,null,null,null,33,null,NE15,EOH0163,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,AB,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,6,70,null,Solid_No_insulation,"W7JOh4sBao7bgilCaADB"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-14T00:00:00.000Z,null,02/02/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,500,14.3,3.8,1119,16795.76,1,0,bill savings,null,2.6,Suspended,null,null,null,null,Double,null,3,null,null,null,null,null,Programme_TargetMet,null,null,None - Installation not recommended,null,null,5,Gas Boiler - Combi,None,10,"20,001 - 25,000",1950 - 1966,Urban,Mid-Terrace,C,House,null,null,4122,null,62.93,607,null,18161.3,7.55,Gas,Yes,null,null,null,null,Loft Insulation,null,null,null,null,null,Phoenix,3,0,2,0,null,No,No,null,null,null,40,null,NE6,EOH0134,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C2,Yes with additional measures,No,No,Yes,null,None,null,null,null,null,null,Owner-Occupied,1,120,null,Cavity_Insulated,"iLJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-15T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50,null,NE20,EOH1821,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,17,null,null,null,"mbJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-25T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56,null,NE2,EOH1759,NO,NO,null,NO,NO,NO,NO,NO,YES,YES,null,null,null,C2,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,12,null,null,null,"srJOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-25T00:00:00.000Z,null,12/02/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,Practical_Aesthetics,40,null,NE3,EOH1397,NO,NO,null,NO,NO,NO,NO,NO,YES,NO,null,null,null,C2,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,0.9,null,null,null,"s7JOh4sBao7bgilCaADB"
4,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-01-26T00:00:00.000Z,null,08/02/2021,E.ON,null,Working Full time (>30hrs),Skilled Manual Worker,null,null,null,null,null,1,1,null,null,2.4,Suspended,null,null,null,null,Double,null,5,null,null,null,null,null,Technical_Comfort,null,null,None - Installation not recommended,null,null,6,Gas Boiler - Combi,Fire - Gas,10,"40,001 - 50,000",1950 - 1966,Urban,Semi-Detached,C,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,4,0,2,0,null,No,No,null,null,null,55,null,NE6,EOH1193,NO,NO,null,NO,NO,NO,NO,YES,YES,NO,null,null,Pitched,C2,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,12,124,null,Cavity_Insulated,"wbJOh4sBao7bgilCaADB"
3,null,,0,No,0,0,0,0,3424,5739.82,null,500,null,1000,0,2021-01-28T00:00:00.000Z,26/03/2021,11/02/2021,E.ON,4934,Working Full time (>30hrs),Manager,1200,14.3,3.8,651,10430.83,1,1,null,0,2.4,Solid,null,null,14901,No,Double,none,3,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB28AA,null,null,none,Hybrid,R32,4,4,Gas Boiler - Combi,Fire - Gas,7,"50,001+",1967 - 1975,Urban,Semi-Detached,D,House,3.5,2,3566,55,71.31,0,2.96,13322.1,6.648,Gas,Yes,no,0,0,Yes,loft Insulation cavity insulation,Cavity,0,11,0,Phoenix,Phoenix,2,2,2,0,null,No,No,Yes,null,null,40,null,NE3,EOH0069,NO,YES,null,NO,NO,NO,NO,NO,YES,NO,null,null,Pitched,C1,No,No,No,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,10,99,null,Cavity_No_insulation,"x7JOh4sBao7bgilCaADB"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-02-01T00:00:00.000Z,null,16/02/2021,E.ON,null,Working Full time (>30hrs),Professional,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,House,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_Aesthetics,Practical_DisruptionWorks,61,null,NE30,EOH1289,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,customer has solar panels,Owner-Occupied,21,null,null,null,"k69Oh4sBh3U2-eRMaueZ"
4,null,,0,No,0,0,0,0,2685.85,5912.2,null,500,null,0,0,2021-02-23T00:00:00.000Z,09/04/2021,01/03/2021,E.ON,null,Working Full time (>30hrs),Professional,1500,14,4,1411,10233.23,1,0,potential for bill savings,0,2.4,Suspended,null,null,null,No,Double,none,5,Daikin,1,Hybrid,Separate_New Boiler,EHY2KOMB32AA,null,null,none,Hybrid,R32,4,7,Gas Boiler - Combi,None,9,"30,001 - 40,000",1950 - 1966,Urban,Semi-Detached,D,House,4,0,4776,55,78.43,0,2.96,19809.3,8.78,Gas,Yes,no,0,0,Yes,Loft Insulation Barrier Cavity insulation,None,0,9,0,Phoenix,Phoenix,2,1,2,0,null,No,No,Yes,null,null,35,null,NE15,EOH2712,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,null,null,Pitched,C1,No,No,No,Yes with additional measures,null,None,null,null,null,null,null,Owner-Occupied,3,112,null,Cavity_No_insulation,"569Oh4sBh3U2-eRMaueZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-03T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,null,NE4,EOH1748,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,2,null,null,null,"-a9Oh4sBh3U2-eRMaueZ"
5,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-09T00:00:00.000Z,null,10/03/2021,E.ON,5170,Working Full time (>30hrs),Professional,null,null,null,null,null,1,1,Government grant / free,null,2.5,Suspended,null,null,17962,null,Double,null,3,null,null,null,null,null,Practical_Noise,null,null,None - Installation not recommended,null,null,8,Gas Boiler - Combi,Fire - Gas,9,"50,001+",1930 - 1949,Urban,Semi-Detached,null,House,null,null,null,null,null,null,null,null,null,Gas,Yes,null,null,null,null,null,null,null,null,null,null,Phoenix,3,0,2,0,null,No,No,null,null,null,58,null,NE7,EOH2144,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,null,null,Pitched,AB,No,No,No,No,null,None,null,null,null,null,null,Owner-Occupied,23,117,null,Cavity_Insulated,"C69Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-08T00:00:00.000Z,null,10/03/2021,E.ON,null,Working Full time (>30hrs),Clerical,null,null,null,null,null,null,null,grant/free,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"40,001 - 50,000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Phoenix,null,null,null,null,null,null,null,No,Practical_DisruptionWorks,null,49,null,NE3,EOH1875,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,null,null,null,C1,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,18,null,null,null,"Fa9Oh4sBh3U2-eRMauiZ"
null,null,,null,null,null,null,null,null,null,null,null,null,null,null,null,2021-03-10T00:00:00.000Z,null,null,E.ON,null,Working Full time (>30hrs),Manager,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"50,001+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42,null,NE15,EOH2458,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,null,null,null,AB,null,null,null,null,null,null,null,null,null,null,null,Owner-Occupied,15,null,null,null,"Ja9Oh4sBh3U2-eRMauiZ"
